beer,linear,1.7378702986823105,0.33808767723651617
beer,gamma,1.707738194855376,0.030976285641272826
beer,poly3c,1.7044767559070695,0.20519312138311166
circle,linear,1.6921233051490128,0.4630606872270583
circle,gamma,1.6612777673459886,0.311486926565273
circle,poly3c,1.6252654215783915,0.1005582003501509
circular_progressbar,linear,1.706657538876129,0.7497920322814766
circular_progressbar,gamma,1.598547869392525,-0.012613949415444158
circular_progressbar,poly3c,1.57486057429578,-0.07761590258387802
flower,linear,2.0811038113849385,-1.1100315261299805
flower,gamma,1.881503413344877,-0.123452654256758
flower,poly3c,1.8204015859372151,-0.026963110127961373
line,linear,1.9659634592778337,0.092027758512981
line,gamma,1.9696522945400141,0.12043630329265827
line,poly3c,1.958184063721276,-0.2011416672536619
polygon,linear,2.860593956565141,0.4305361941333905
polygon,gamma,2.9007202644582044,0.9357524100694435
polygon,poly3c,3.1033389022375655,0.5565648749978547
square,linear,1.2271816729827774,0.3354966051876584
square,gamma,1.1920798958542644,0.20357290711437293
square,poly3c,1.2215997101559584,0.18074555561962466
star,linear,1.9422187223283116,-0.4557089218906943
star,gamma,1.938963093385953,0.4592224590520358
star,poly3c,1.856809846895479,-0.02679773480466824
sun,linear,2.6864295197370343,-0.16645420009033174
sun,gamma,2.3112207333447357,-0.6776797880602677
sun,poly3c,1.7088917494309903,-0.08871934684812813
tree_growth,linear,3.105387258602926,-2.0287535461012833
tree_growth,gamma,2.971736927026085,-0.5393753313008933
tree_growth,poly3c,2.738541718314438,0.07883809470947578
